DATE,SEMREVENUE,DISPLAYREVENUE,PARTNERREVENUE,AFFILIATEREVENUE,DIRECTMAILREVENUE,EMAILREVENUE,NATURALSEARCHREVENUE,PUREORGANICREVENUE,SHARESITESREVENUE,UNKNOWNREVENUE,TOTALREVENUE,SEMCOST,DISPLAYCOST,PARTNERCOST,AFFILIATECOST,DIRECTMAILCOST
12/11/2011,879271.83,633166.1,280151.58,278603.27,161166.39,2156308.98,555738.99,533599.72,468006.38,75624.9,6021638.14,148768.0509,122306,77755,24025,89004
12/12/2011,594956.23,472677.04,206502.61,180617.62,116591.93,1080180.49,389063.15,349223.78,321461.13,45235.35,3756509.33,176093.3226,116743,71916,35213,89004
12/13/2011,569441.8,438389.35,197192.26,168778.65,100457.85,1130631.49,379822.66,318966.2,302938.14,46037.64,3652656.04,167829.2,108334,62791,26142,89004
12/14/2011,589469.57,448552.8,213971.98,188209.29,95502.54,1494029.34,429877.22,308353.79,312387.47,49304.58,4129658.58,131867.7614,119738,67172,23292,89004
12/15/2011,526857.35,419424.98,192014.32,177434.5,93167.92,1210789.87,381989.99,272385.8,291236.71,67554.1,3632855.54,113439.8099,104679,55515,28001,89004
12/16/2011,268731.59,216902.78,102343.19,86867.25,9222.63,527308.15,181956.88,167342.72,143708.14,22049.14,1726432.47,103380.4606,69200,41425,19286,89004
12/17/2011,314028.32,242337.87,118178.67,89880.94,14315.27,514915.53,213233.16,210797.33,153608.52,29977.64,1901273.25,103806.2594,69642,41385,5823,89004
12/18/2011,452627.7,373226.36,187840.47,153953.69,17069.65,910662.45,324597.9,302652.8,242086.79,42629.14,3007346.95,120907.3507,92441,60831,7579,89004
12/19/2011,283667.8,237611.82,113616.74,86129.31,10484.85,573220.28,195759.93,190111.45,164120.66,29136.92,1883859.76,112668.1812,75407,38460,7084,89004
12/20/2011,226761.07,180969.03,100832.28,76248.46,8709.15,470898.92,193937.7,159170.18,137224.77,21539.26,1576290.82,122325.9822,68381,38330,5928,89004
12/21/2011,120003.65,11732.83,52903.06,36163.22,7420.93,192566.64,86302.55,168550.22,71903.76,20703.58,768250.44,49926.30006,50332,23315,4755,89004
12/22/2011,89309.29,70655.59,35808.11,29292.44,4316.9,144440.58,66793.4,61806.86,66040.71,9887.94,578351.82,26944.30969,45233,23114,5020,89004
12/23/2011,70667.64,50521.84,31343.17,23170.38,2536.41,110269.9,48100.77,51730.11,39891.9,8362.87,436594.99,21821.58993,37318,18190,3656,89004
12/24/2011,40483.65,28597.26,21272.98,12552.41,1896.05,63646.52,30934.96,39087.53,28233.6,3183.9,269888.86,14951.17002,32067,13406,2511,89004
12/25/2011,42683.27,29571.72,23522.27,13853.6,3204.97,101702.81,32174.96,50370.77,32912.27,9419.72,339416.36,16602.10999,27282,13075,1714,89004
12/26/2011,95732.52,53134.16,44826.74,31833.82,6540.73,215750.52,68005.72,98150.3,68768.66,14420.63,697163.8,30627.57032,37943,22069,3740,89004
12/27/2011,102515.98,62178.61,51509.2,35124.42,5043.92,239331.94,77448.25,90740.56,76875.52,13969.35,754737.75,43612.43966,55333,28883,4933,89004
12/28/2011,101922.19,71815.91,49683.83,35468.53,7219.34,190425.92,71373.97,82625.61,78962.3,13044.96,702542.56,52039.57012,52918,32541,5568,89004
12/29/2011,92755.17,68480.9,41471.09,33925.13,7897.65,169399.82,72502.43,80017.64,75480.6,8191.63,650122.06,49906.64962,52484,17959,5661,89004
12/30/2011,84176.38,59566.42,42458.8,30376.1,7536.2,173613.5,70435.64,66827.7,75013.67,7331.63,617336.04,66239.12148,41612,17205,5170,89004
12/31/2011,77762.2,54633.3,37895.03,25664.84,7718.37,148590.39,57936.47,62331.22,60535.04,6313.11,539379.97,48435.97086,38392,13929,4180,89004
1/1/2012,139811.43,111094.24,67828.41,43151.11,4768.29,254986.38,100206.37,138243.15,103197.41,12717.04,976003.83,48880.51888,24360,14757,3823,1863
1/2/2012,183431.98,130443.23,99971.38,64888.16,6014.77,592227.07,144868.93,169316.67,139452.24,26803.87,1557418.3,60726.18604,34347,23801,7015,1863
1/3/2012,130250.43,102836.41,76044.32,45958.95,4247.95,445783.7,105618.44,121734.32,115607.8,19147.18,1167229.5,59513.80995,27888,19069,7057,1863
1/4/2012,130244.51,103170.81,78756.02,52754.97,4791.8,517913.95,119584.51,108351.86,112396.37,19679.69,1247644.49,57712.0567,31198,21659,6563,1863
1/5/2012,101495.23,79471.7,57878.44,34195.12,3427.48,265099.93,76000.23,89280.3,77140.69,14454.99,798444.11,54865.42556,23037,15347,6372,1863
1/6/2012,85420.89,61504.44,53173.44,26197.35,2666.37,190961.92,72181.77,71508.44,70641.8,8485.29,642741.71,46437.32176,21055,13633,3391,1863
1/7/2012,93078.33,72457.6,58510.13,31916.07,5964.38,189877.15,83239.5,90308.67,71303.18,7877.82,704532.83,46195.62826,20422,15042,3652,1863
1/8/2012,123324.46,100390.15,74834.14,43201.1,5084.01,249107.45,109957.07,123599.41,102308.11,11224.52,943030.42,52247.14876,22374,17080,4213,1863
1/9/2012,100116.47,87260.46,68135.65,41400.4,5750.59,312543.69,104048.78,99346.61,100029.04,14024.44,932656.13,60312.92475,23182,17984,5337,1863
1/10/2012,125276.92,101680.49,78604.61,44021.74,5550.76,371773.04,115449.29,101432.44,107429.94,14012.61,1065231.84,55250.45685,26029,19717,5834,1863
1/11/2012,166886.85,130279.79,98313.01,68529.87,9587.67,549138.08,157314.49,116878.2,145248.3,18282.67,1460458.93,50391.95731,32149,25077,7755,1863
1/12/2012,66991.14,50070.93,46571.08,27188.11,5389.27,304651.34,58064.49,53405.56,55921.66,15560.27,683813.85,44859.70091,17852,10634,8568,1863
1/13/2012,59199.62,49743.02,40168.76,21861.28,4358.38,226298.26,53485.38,53403.95,54264.74,9471.75,572255.14,32625.69816,18225,11215,3988,1863
1/14/2012,60807.95,55944.56,46083.64,21247.5,4322.72,215842.96,54241.81,60912.32,52724.91,7869.21,579997.58,26929.96195,17696,12348,3065,1863
1/15/2012,79840.09,66494.76,61520.9,32850.77,6444.18,267168.89,74499.29,88681.51,71451.39,9644.41,758596.19,31241.75421,19354,15604,3792,1863
1/16/2012,95813.22,68276.59,61471.85,42677.66,6782.03,645481.17,83529.41,78065.52,83236.57,24320,1189654.02,35025.06963,22284,15680,5294,1863
1/17/2012,87559.15,63261.58,54004.38,39240.18,5302.62,681327.55,76730.19,65190.36,75256.04,21583.02,1169455.07,36565.00877,21386,13310,5114,1863
1/18/2012,119113.6,71753.78,72062.25,81018.88,6033.72,1749424.71,117786.01,68328.51,99853.52,60860.08,2446235.06,32128.84461,24478,16185,6649,1863
1/19/2012,51099.41,50214.07,41390.89,21497.18,4660.04,227890.82,46633.34,49377.43,46867.52,9998.36,549629.06,23286.21499,17763,11358,8061,1863
1/20/2012,43428.93,44404.95,37544.89,17826.03,4685.98,143808.8,43927.23,46177.85,47255.96,4891.69,433952.31,16180.90559,16580,10453,2704,1863
1/21/2012,60326.94,47091.06,49383.12,21851.31,5585.78,141329.66,56737.03,61465.84,49049.88,6124.34,498944.96,30659.08319,17360,13452,2926,1863
1/22/2012,83224.19,61256.75,63355.09,28182.8,4449.39,179285.64,73090.69,88719.12,65014.41,8395.88,654973.96,37085.43937,21737,17032,3499,1863
1/23/2012,66160.46,60474.03,54428.23,26439.22,5534.6,242364.5,68205.26,59442.83,64336.33,8811.56,656197.02,39839.33167,22084,15109,3884,1863
1/24/2012,52329.71,42107.05,48565.13,23097,4382.47,189187.91,53538.39,53198.22,52215.15,6736.23,525357.26,42900.36536,19306,13557,3799,1863
1/25/2012,62959.77,44887.54,52700.55,24713.3,5726.25,214260.05,55613.48,45984.01,53814.53,5848.14,566507.62,37161.0289,21606,14252,3533,1863
1/26/2012,60228.38,47445.68,58567.32,25808.21,7271.35,208423.83,53860.54,48114.73,46158.84,10679.18,566558.06,35501.61954,21077,17803,4602,1863
1/27/2012,52412.68,41753.82,86497.92,22143.77,3687.21,149154.56,48203.22,45692.46,40563.54,6870.49,496979.67,32024.2244,28234,42366,5516,1863
1/28/2012,55990.97,48303.33,79453.1,24077.34,3649.87,140461.65,51697.48,49677.79,44050.79,8521,505883.32,30516.87981,23021,31170,4784,1863
1/29/2012,84559.74,69035.44,111791.59,36925.53,6278.57,295031.18,75372.24,76014.1,69073.25,15479.45,839561.09,36970.13901,24916,33988,4973,1863
1/30/2012,95799.53,71458.13,133918.96,43004.87,7772,521706.86,86549.7,70611.09,77688.74,20789.23,1129299.11,42650.20458,31011,47945,7301,1863
1/31/2012,141707.74,108447.59,211801.7,56253.59,5830.79,450993.81,108420.5,78046.55,101800.36,17140.45,1280443.08,40552.83317,37392,73888,8990,1863
2/1/2012,113604.94,76382.62,70787.85,40167.27,5354.26,361506.38,97331.18,75742.95,87512.14,14140.67,942530.26,36834.53035,25950,20060,8388,1681
2/2/2012,52823.09,50377.79,43077.06,16572.91,4953.89,161109.01,44317.44,45112.57,40447.11,8817.49,467608.36,32137.1542,23507,15890,4425,1681
2/3/2012,52577.2,45745.7,40901.43,13955.82,3838.61,123698.43,39345.59,42451.76,37617.54,6611.47,406743.55,24234.41516,21804,13329,2543,1681
2/4/2012,57232.19,46058.61,43159.35,16451.34,3727.79,112545.39,38844.06,49573.69,40230.9,6366.31,414189.63,23555.84854,20960,12338,2327,1681
2/5/2012,70055.83,59966.66,44892.75,18960.23,4125.96,178778.1,53122.58,56281.5,47960.6,8950.24,543094.45,24402.69002,21916,13624,1978,1681
2/6/2012,74391.43,65628.93,46485.09,23302.51,5747.56,208210.67,55732.47,62848.16,56690.15,7656.45,606693.42,29485.8876,24888,14947,2405,1681
2/7/2012,87899.38,66567.88,53270.16,22622.03,5362.14,349505.43,73683.1,60730.94,65311.81,11661.76,796614.63,29875.43506,23522,15356,2009,1681
2/8/2012,58259.87,57314.65,46830.01,16750.28,5441.36,102401.75,44967.33,54212.76,44303.49,5407.68,435889.18,30292.06674,19563,15214,2588,1681
2/9/2012,65396.34,52517.37,53167.68,21712.05,4107.66,209360.89,49595.59,49417.22,46979.4,10171.35,562425.55,23306.55419,19555,17213,3258,1681
2/10/2012,53208.45,41848.85,31351.34,15475.87,4001.82,131593.16,35812.6,46840.48,35960.82,4756.29,400849.68,21197.20312,15398,9511,2995,1681
2/11/2012,54723.85,43657.85,34835.03,16130.63,5169.54,120087.09,38945.91,53795.87,37174.84,5122.7,409643.31,21707.91357,14416,9463,2466,1681
2/12/2012,76909.6,60365.81,41194.57,20148.59,5313.49,141870.99,53278.1,64547.24,59322.92,7044.6,529995.91,25500.57112,16130,11586,2644,1681
2/13/2012,63786.66,51012.03,37099.76,20850.89,6533.72,205480.32,49704.83,50701.48,53790.43,6709.45,545669.57,27445.88898,16270,10063,2934,1681
2/14/2012,47205.85,40065.07,27613.75,15030.81,4873.51,141088.23,39440.24,34130.34,41539.45,5083.96,396071.21,19598.00395,13352,8254,2994,1681
2/15/2012,57495.74,52075.36,41517.08,22054.91,4406.21,199003.05,52210.6,42789.54,64437.93,6664.58,542655,21370.52204,16052,9968,2476,1681
2/16/2012,79874.22,53171.67,43909.46,35079.09,5062.6,418533.97,64949.86,51123.31,77162.66,13269.91,842136.75,16206.25316,16576,12538,3868,1681
2/17/2012,40224.1,36820.33,28360.5,15374.39,3469.74,205944.09,37111.76,39209.26,36342.52,10850.4,453707.09,11635.50969,14771,10453,4014,1681
2/18/2012,44998.93,36338.55,31836.81,13768.33,3975.64,122977.06,31674.4,46564.6,34600.42,6379.88,373114.62,11195.6365,13782,10054,2061,1681
2/19/2012,64057.13,49263.61,38811.77,20504.25,5555.63,299487.28,46329.8,63912.46,45585.7,14720.57,648228.2,12551.39261,16343,11977,2438,1681
2/20/2012,57436.73,54466.28,47017.88,26454.54,5811.02,207023.81,52864.88,66086.46,56134.8,10078.16,583374.56,13080.78728,18999,14452,4102,1681
2/21/2012,52241.94,48185.38,35949.54,15399.9,4259.65,155031.21,45397.66,53490.42,46515.11,7265.14,463735.95,14566.52157,17798,12234,2680,1681
2/22/2012,54617.77,45988.02,37159.51,18787.18,4355.02,179292.94,46057.93,52635.53,51225.19,8485.31,498604.4,16163.3771,18367,13595,2810,1681
2/23/2012,45463.16,37197.01,34588.85,15496.21,4080.08,140089.24,37120.63,45407.86,42174.46,7585.45,409202.95,16250.73817,17518,13776,3219,1681
2/24/2012,44485,35428.2,35014.8,13796.71,3968.77,106586.45,36203.91,46988.35,37596.14,4559.84,364628.17,16953.82927,15168,11358,2518,1681
2/25/2012,51563.87,39450.02,36087,16119.07,4605.64,111867.81,39127.25,53975.33,35733.49,4331.17,392860.65,17033.44669,14506,10929,1830,1681
2/26/2012,77319.69,54497.87,44650.74,19530.58,4634.83,151757.02,57500.87,76064.68,54418.13,5100.85,545475.26,18349.16749,16263,12938,1784,1681
2/27/2012,66625.78,54526.66,50919.11,20164.31,5016.77,206320.71,59847.86,60319.21,66594.41,8875.4,599210.22,21336.9231,21464,20602,1532,1681
2/28/2012,87241.08,63681.09,76252.81,27862.28,7660.78,287571.39,71032.1,66541.67,72622.67,10634.85,771100.72,19005.2242,23025,26714,3108,1681
2/29/2012,98918.97,83536.37,88761.72,55852.87,10285.63,770883.38,78059.46,123012.8,108132.84,40548.98,1457993.02,23216.34943,30229,21478,4879,1681
3/1/2012,50835.98,44969.51,45479.26,15232.28,2888.52,165332.85,38210.73,48571.89,40165.8,8083.99,459770.81,19507.37019,18841,11415,4662,11287
3/2/2012,49286.57,35403.31,36525.78,13115.23,2486.79,113480.36,39126.85,40630.75,38650.13,4720.97,373426.74,16666.13894,18725,9987,2242,11287
3/3/2012,49157.16,41455.47,42216.78,12394.39,2201.37,110922.46,36712.26,51010.52,44182.29,4395.46,394648.16,17027.09686,17105,10082,1844,11287
3/4/2012,54977.58,61501.66,47908.24,11100.61,2434.86,157579.6,40798.63,56712.29,45862.52,40787.54,519663.53,20066.77791,18893,12786,1847,11287
3/5/2012,64916.48,54754.07,48011.88,16607.44,2643.46,219411.56,46307.69,63578.79,55022.37,15050.52,586304.26,24766.95968,20703,11929,2060,11287
3/6/2012,59123.93,47725.31,48507.83,17151.13,3145.08,247335.54,47350.33,57928.13,69920.74,23863.5,622051.52,26444.93417,20919,11510,2715,11287
3/7/2012,77257.13,56161.4,61269.62,26329.11,2751.81,488069.22,63378.57,60979.44,81517.39,13555.79,931269.48,28720.0082,22749,11786,3237,11287
3/8/2012,53924.8,42256.89,36491.8,14357.14,2774.81,118028.45,36779.99,43955.3,39791.77,5226.67,393587.62,31526.79844,22386,10234,3363,11287
3/9/2012,45484.56,33958.07,32675.95,12092.37,2922.04,85899.44,36533.03,43465.36,42037.15,4442.3,339510.27,27651.93087,22358,9597,1970,11287
3/10/2012,49668.76,39241.89,34883.92,15411.38,2231.24,79474.54,35853.73,46335.83,35131.99,3957.07,342190.35,23094.97941,22711,9273,1997,11287
3/11/2012,64447.43,53667.19,49429.3,16251.7,2028.87,157140.66,44023.79,63053.35,53912.74,28723.71,532678.74,23625.53985,24250,12367,2128,11287
3/12/2012,65761.58,52689.22,47769.08,19481.29,2969.41,207211.53,50337.9,55559.95,63512.97,25096.82,590389.75,26687.48057,23179,12291,2679,11287
3/13/2012,55859.99,39309.58,43777.12,16556.78,2134.54,195410.25,41894.2,49033.96,45247.4,9902.96,499126.78,30711.17206,19232,11491,2547,11287
3/14/2012,52659.03,34296.46,38240.66,12663.13,2438.51,122011.18,35930.86,46735.85,37815.76,5900.66,388692.1,27839.76508,17621,10720,2538,11287
3/15/2012,50096.17,37632.89,38396.92,15192.77,2117.83,103711.94,37916.07,46228.63,40373,4642.12,376308.34,21056.03658,16467,11310,1854,11287
3/16/2012,43668.73,34318.43,35111.44,13461.2,2202.89,93993.44,33231.88,50585.02,37878.97,4865.45,349317.45,18173.03066,16226,11529,1982,11287
3/17/2012,46817.41,32754.47,36065.74,11104.73,1906.02,88763.11,28367.39,45506.78,34067.13,3939.44,329292.22,16254.6911,16099,10815,1809,11287
3/18/2012,71120.51,49374.98,51340.55,19575.01,2147.08,230611.72,45779.36,67634.21,48498.15,9698.63,595780.2,22119.26415,20345,14899,2141,11287
3/19/2012,67296.25,50878,54763.15,24721.52,2258.38,287734.39,55344.59,56805.63,55456.95,11486.68,666745.54,29277.63409,24427,14328,3178,11287
3/20/2012,54253.51,44245.19,46492.87,18611.17,2814.49,209016.96,42659.23,59589.97,48567.84,10046.39,536297.62,30563.34136,23209,14100,3145,11287
3/21/2012,55285.34,42836.37,51665.8,19984.99,3133.59,171793.02,43271.05,49295.93,44637.21,7291.03,489194.33,30371.98712,24624,15166,2755,11287
3/22/2012,49569.57,44310.45,60858.35,15959.45,2350.03,177892.28,51890.65,48500.59,45643.39,8051.39,505026.15,31971.18611,33744,20812,2452,11287
3/23/2012,42138.55,38991.19,36764.09,16216.26,1727.17,159271.08,38392.29,39875.74,42922.79,5325.58,421624.74,28778.11203,34498,11472,2833,11287
3/24/2012,54011.43,38068.77,42138.23,19361.31,2087.91,227553.72,39945.42,44362.03,33916.38,9639.36,511084.56,29355.08089,27105,12605,2495,11287
3/25/2012,73120.5,53386.32,56674.39,30467.67,2998.4,406302.38,63238.72,66601.23,55505.62,14188.67,822483.9,37314.3025,36513,16623,3220,11287
3/26/2012,107181.49,69915.56,87261.74,56080.17,2321.69,1206637.15,97077.37,77814.38,103896.94,41209.45,1849395.94,44923.13977,49473,25953,4853,11287
3/27/2012,67326.59,55471.43,81266.7,27398.56,3088.59,291647.75,55637.11,59486.16,66333.92,13485.53,721142.34,46489.08601,58004,33188,5434,11287
3/28/2012,70557.64,66445.59,90990.26,28920.53,3367.16,403958.27,62101.38,62171.52,74927.4,20221.95,883661.7,48184.95538,70018,45165,4346,11287
3/29/2012,54541.97,51532.52,52989.53,21311.8,4101.42,237932.73,43934.26,50396.01,45154.93,10679.3,572574.47,47072.39358,58694,17299,2976,11287
3/30/2012,45979.72,42009.13,41737.41,17045.56,4241.09,156111.95,40370.55,44748.95,37892.43,11606.23,441743.02,35285.99751,33604,13757,2559,11287
3/31/2012,50347.35,43152.14,61290.38,16645.56,6741.64,134159.92,53694.94,58010.53,41319.81,6370.47,471732.74,32467.27308,26821,23011,1692,11287
4/1/2012,74333.2,54645.49,59851.08,23009.11,1423.1,249932.74,61716.49,76763.75,50213.28,9980.69,661868.93,43192.83934,20809,20135,2353,8243
4/2/2012,72474.9,53254.32,44961.39,24983.78,1038.15,276861.18,63455.38,72832.31,61525.23,10561.65,681948.29,45870.42888,18915,10405,3405,8243
4/3/2012,55033.04,34568.49,40718.26,17161.22,946.86,153721.23,59170.1,74146.2,48799.31,7706.54,491971.25,40255.72565,18267,9758,3103,8243
4/4/2012,57339.64,41684.05,40726.98,16780.23,1163.15,125743.88,47786.49,61215.59,47055.02,4597.77,444092.8,34660.85018,19035,10453,1872,8243
4/5/2012,54348.71,36495.54,35482.43,15836.91,873.99,102354.05,43512.13,51186.5,45405.17,6347.03,391842.46,26945.21159,14575,8797,2026,8243
4/6/2012,49208.62,40373.05,34784.8,14271.68,700.08,108665.21,47563.66,46458.32,39557.79,5527.59,387110.8,19371.26865,14382,8816,1606,8243
4/7/2012,41918.07,30880.66,33177.05,12936.22,1193.17,92708.54,35832.33,45043.91,34352.58,4934.65,332977.18,18070.68973,13955,7940,1350,8243
4/8/2012,59175.24,39926.17,35826.5,17130.5,467.59,124444.28,54433.99,69026.96,49930.49,4854.66,455216.38,19652.09033,15102,8406,1771,8243
4/9/2012,81665.89,54047.6,51670.27,32015.51,1822.04,257929.12,68329.93,87980.24,76124.18,12807.14,724391.92,36433.21723,18255,11795,3202,8243
4/10/2012,83995.54,55664.35,62527.72,31375.53,2432.98,311971.81,74329.07,76220.2,72058.9,12784.32,783360.42,41300.77742,18384,14480,3617,8243
4/11/2012,95508.45,64269.75,60693.96,35720.41,2783.4,461751.54,83939.21,80462.14,86338.53,16796.58,988263.97,38890.8211,19214,13814,3786,8243
4/12/2012,65341.72,45177.55,45420.26,20740.83,2324.39,164660.84,52555.07,58021.45,55181.38,5901.77,515325.26,26673.73207,18473,11234,3310,8243
4/13/2012,57748.92,39274.16,42619.32,19981.68,2024.63,124656.92,50882,50401.69,45733.06,5264.87,438587.25,20805.87592,17488,9872,2438,8243
4/14/2012,54991.02,39254.47,43194.08,16188.63,1458.69,116525.05,47185.75,59502.91,42536.76,5065.55,425902.91,19433.40122,17181,10748,1999,8243
4/15/2012,89091.55,54530.31,54529.81,28925.64,1550.48,257371.29,65994.41,87775.97,63215.41,10495.15,713480.02,28986.00152,19763,14613,3412,8243
4/16/2012,85023.39,57340.12,51452.87,32247.4,1575.49,322738.45,75555.77,73966.3,68752.28,11110.88,779762.95,35672.20518,19868,13128,3916,8243
4/17/2012,87766.23,52560.6,57102.08,40357.03,1644.78,566218.73,84420.07,73869.66,79683.22,14405.03,1058027.43,27408.47765,18273,13633,2794,8243
4/18/2012,82245.84,59563.41,53146.95,32163.51,2557.35,369033.21,84918.06,65963.54,69296,9477.14,828365.01,20282.41088,18450,13233,3392,8243
4/19/2012,70095.84,45544.75,44309.45,22133.47,1971.62,230398.09,63312.16,59943.29,51705.96,12384.86,601799.49,17530.61437,17727,12690,3784,8243
4/20/2012,57632.03,45647.58,39987.11,19036.67,1475.95,153656.01,55210.97,50132.33,46863.82,6408.06,476050.53,14833.08748,16523,10796,2739,8243
4/21/2012,61508.55,36349.15,41580.97,20182.79,1143.33,156910.59,53384.53,57723.51,44058.05,5265.18,478106.65,14917.57556,14932,11310,2660,8243
4/22/2012,98561.92,61498.42,60169.06,32009.99,1610.87,206093.39,78169.68,96878.08,74136.89,9057.62,718185.92,26287.19977,20100,15308,3402,8243
4/23/2012,92324.17,56049.47,52003.67,33150.86,1846.71,260268.76,85741.8,86786.22,75017.83,9743.53,752933.02,36177.07348,21314,14328,4481,8243
4/24/2012,93563.29,60439.13,62148.92,31506.01,2606.61,275024.12,87165.51,79205.7,76014.15,10167.98,777841.42,36693.56143,20338,15546,3628,8243
4/25/2012,107657.63,76232.21,78714.32,56426.62,2093.15,585132.67,108223.61,84641.37,97247.05,21142.72,1217511.35,37613.56938,23589,21772,4680,8243
4/26/2012,80190.64,51786.29,63145.6,27785.52,2456.89,219791.19,69658.94,65351.11,63655.38,12211.65,656033.21,37516.6833,20422,18136,4484,8243
4/27/2012,72941.2,45657.86,51108.41,24530.59,2338.8,159471.24,64996.34,59113.22,55923.73,7532.76,543614.15,39988.5012,18272,14185,1256,8243
4/28/2012,78840.97,47003.85,54130.03,23028.65,2783.23,154757.14,65575.39,74416.07,53981.33,7061.17,561577.83,38775.18569,17766,15280,2362,8243
4/29/2012,118599.41,78930.39,82238.21,36708.97,3924.71,211100.53,99710.62,119030.54,81841.98,11650.46,843735.82,48770.07797,22990,21630,2975,8243
4/30/2012,132250.12,94960.84,90748.33,44449.38,5336.47,335587.69,120735.92,113743.1,101366.28,16285.14,1055463.27,60311.48675,28392,26209,4340,8243
5/1/2012,156156.88,114984.71,96506.13,50026.61,2349.64,417283.16,151625.8,125772.97,122011.82,19543.12,1256260.84,65092.1191,30184,26742,4577,2392
5/2/2012,193826.47,122200.31,108970.77,71693.74,3563.32,704778.08,182935.5,138092,147961.43,23968.65,1697990.27,62890.26822,31170,25895,5630,2392
5/3/2012,115320.9,89776.8,85145.78,38883.9,2941.7,332077.25,101283.41,90537.5,83068.63,16170.19,955206.06,58697.97826,26360,23895,5822,2392
5/4/2012,83455.98,61620.46,69524.05,26368.19,2126.63,205341.89,73612.03,68250.4,54494.33,7347.66,652141.62,48375.20846,21663,23762,3861,2392
5/5/2012,81309.64,59409.53,62357.02,25516.11,1908.92,192478.21,69186.08,72897.04,55789.75,8890.43,629742.73,45410.25263,19307,16498,3414,2392
5/6/2012,137644.86,110488.65,94039.99,42907.56,3074.82,432069.27,111422.11,112711.41,84972.88,17144.5,1146476.05,58315.64715,24004,23153,3851,2392
5/7/2012,144670.26,114874.02,90609.49,46741.82,2405.94,379081.96,122105,121608.96,109305.78,18102.8,1149506.03,70163.38717,30299,23514,3486,2392
5/8/2012,141913.08,121598.72,92356.08,49928.48,3472.65,382400.25,125682.79,125249.3,109116.47,16843.99,1168561.81,60809.92859,29112,22667,1364,2392
5/9/2012,102863.95,83082.99,68493.58,33411,2915.65,167362.99,91108.8,83562.95,83178.39,9383.8,725364.1,53866.23112,25311,18440,1233,2392
5/10/2012,85960.86,65224.25,68828.09,29402.33,1621.61,236047.34,79199.95,69177.73,67148.68,13448.62,716059.46,46334.3973,23786,20468,2495,2392
5/11/2012,70985.26,49849.41,70801.37,19377.26,2157.84,156079.71,61390.1,56339.88,53931.83,8834.01,549746.67,33141.91745,20668,23267,3516,2392
5/12/2012,59736.68,41530.3,76972.67,22693.59,1075.46,123447.38,52307.53,56831.02,44426.6,8912.23,487933.46,26822.63181,19780,24495,2110,2392
5/13/2012,84675.61,60467.47,129332.25,25377.78,1280.84,164643.43,70623.51,76923.4,63918.75,15427.25,692670.29,33044.52245,24334,36129,1687,2392
5/14/2012,106412.5,47166.9,174591.84,35461.4,2318.84,337200.61,89094.76,104070.13,101916.23,26277.24,1024510.45,48578.19543,31388,45753,3989,2392
5/15/2012,97562.5,57028.78,92692.58,33451.78,1979.56,244133,86033.12,77024.23,82644.85,13963.22,786513.62,43545.63295,24816,27722,4468,2392
5/16/2012,95643.48,63826.24,69860.74,29696.55,1806.13,236934.48,80396.41,71397.98,92143.5,11640.5,753346.01,36644.60511,22246,22048,4405,2392
5/17/2012,67711.69,50679.45,54761.41,26583.67,1401.53,179889.68,60859.11,55159.33,69334.31,8605.51,574985.69,31253.418,20502,19202,3973,2392
5/18/2012,63422.06,41947.49,48242.21,18007.53,2054.48,157497.07,57588.55,46964.85,58593.38,6959.98,501277.6,26287.84803,19629,20306,2968,2392
5/19/2012,51697.93,35046.98,42488.9,18412.2,1517.56,132884.53,47685.43,47478.51,44504.87,5071.91,426788.82,23087.62483,16037,15061,2210,2392
5/20/2012,74941.74,50985.64,64086.84,25564.03,1758.6,162191.45,66286.6,74095.57,68011.04,8366.94,596288.45,30851.29058,21618,21487,2858,2392
5/21/2012,98083.03,60066.25,76171.88,34982.78,2132.73,297529.03,85572.82,80499.76,111354.42,11655.95,858048.65,39382.63193,26742,25866,4110,2392
5/22/2012,101558.74,64349.11,67356.65,31866.34,2775.39,324190.54,90627.75,79492.16,104573.95,13844.84,880635.47,37256.96475,24487,20516,4005,2392
5/23/2012,106478.74,66113.93,68422.36,38407.63,2340.01,451236.75,100751.66,75554.11,117160.69,14039.34,1040505.22,35310.96749,24918,18850,3101,2392
5/24/2012,75941.91,53631.99,51169.65,23634.31,2651.43,197204.41,66947.07,56729.09,73558.14,9751.65,611219.65,30611.89759,23011,17460,1800,2392
5/25/2012,61065.03,49296.25,49654.54,19868.91,2768.47,134603.28,57889.58,54217.2,60910.01,7099.47,497372.74,23327.00669,23167,16251,3038,2392
5/26/2012,50552.1,36289.86,41458.63,14338.25,1882.95,122921.89,49570.78,50106.33,44341.73,6302.26,417764.78,20434.17254,19133,13833,2522,2392
5/27/2012,56349.49,39618.91,49927.77,16890.27,2274.7,218991.1,52633.74,55232.24,52288.96,11056.67,555263.85,20352.59998,21993,17003,2074,2392
5/28/2012,81795.8,58110.27,73728.66,22723.37,3969.39,251369.02,79461.59,78757.61,72991.35,10808.43,733715.49,25252.95999,28405,27884,3095,2392
5/29/2012,98371.22,54814.46,84549.79,25424.62,4381.01,265800.82,84360.67,79524.28,116930.89,12728.66,826886.42,29383.84095,32820,33082,2979,2392
5/30/2012,114571.5,68146.79,66981.97,39045.45,7799.56,456272.94,91292.55,77155.16,110971.81,14977.59,1047215.32,29822.55851,25024,17964,2885,2392
